"satisfaction","customer_type","age","travel_type","cabin_class","flight_distance","seat_comfort","time_convenient","food_drink","gate_location","wifi","entertainment","online_support","ease_booking","onboard_service","legroom","baggage","checkin","cleanliness","online_boarding","dep_delay","arr_delay","arr_delay_extra"
"dissatisfied","Loyal Customer",48,"Business travel","Business",754,3,5,4,5,4,3,3,3,3,3,3,4,3,3,55,41,-13.5941658742882
"dissatisfied","disloyal Customer",32,"Business travel","Business",2071,2,2,2,4,3,2,3,3,5,2,5,3,5,3,9,16,6.43289365180458
"dissatisfied","Loyal Customer",47,"Business travel","Business",2682,3,1,1,1,1,3,3,3,3,3,3,4,3,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",30,"Business travel","Business",2415,2,2,2,4,1,2,1,1,3,2,3,4,3,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",36,"Business travel","Business",2105,2,2,2,4,2,2,2,2,4,4,4,3,4,2,32,7,-25.0806361112418
"dissatisfied","Loyal Customer",34,"Business travel","Business",1752,1,1,1,1,2,4,4,1,1,1,1,2,1,1,33,4,-29.0594852313743
"dissatisfied","disloyal Customer",33,"Business travel","Business",1688,2,2,2,3,4,2,4,4,5,5,4,5,4,4,79,99,20.9134552425329
"dissatisfied","disloyal Customer",45,"Business travel","Business",2156,3,3,3,4,4,3,4,4,5,3,4,3,4,4,1,0,-1.7363133871358
"dissatisfied","Loyal Customer",25,"Business travel","Business",3747,3,4,4,4,3,3,3,3,1,5,4,4,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",29,"Business travel","Business",5277,1,5,5,5,1,1,1,1,3,1,4,4,3,1,15,6,-9.44020106899014
"dissatisfied","Loyal Customer",18,"Business travel","Business",2871,4,2,5,5,4,4,4,4,1,2,4,3,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",32,"Business travel","Business",1893,4,3,3,3,4,4,4,4,2,3,4,1,3,4,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",26,"Business travel","Business",2274,1,1,1,3,5,1,5,5,4,2,3,3,4,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",34,"Business travel","Business",1586,2,2,1,2,3,3,4,2,2,2,2,3,2,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",45,"Business travel","Business",4021,3,4,4,4,3,3,3,3,3,3,3,2,3,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",29,"Business travel","Business",2319,2,2,2,4,2,2,1,2,5,5,5,5,4,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",24,"Business travel","Business",2802,3,1,1,1,3,2,3,3,1,2,3,1,4,3,2,0,-2.71516250726825
"dissatisfied","Loyal Customer",57,"Business travel","Business",366,2,5,5,5,4,2,2,2,2,2,2,2,2,4,0,3,2.24253573299665
"dissatisfied","Loyal Customer",42,"Business travel","Business",2159,3,2,4,2,1,3,4,3,3,3,3,1,3,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",43,"Business travel","Business",2003,3,3,3,3,3,3,1,3,2,3,3,5,3,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",34,"Business travel","Business",2114,1,1,1,5,4,1,1,4,4,4,5,5,4,4,24,22,-2.24984315018221
"dissatisfied","Loyal Customer",80,"Business travel","Business",3758,2,5,5,5,1,4,3,2,2,2,2,4,2,4,31,22,-9.10178699110938
"dissatisfied","Loyal Customer",47,"Business travel","Business",1756,3,4,3,4,2,3,4,3,3,3,3,3,3,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",36,"Business travel","Business",1951,1,0,0,4,1,4,4,2,2,0,2,1,2,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",28,"Business travel","Business",1582,2,2,2,4,2,2,2,2,4,5,5,4,5,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",27,"Business travel","Business",2551,4,4,4,3,4,4,5,4,4,3,3,2,3,4,0,8,7.24253573299665
"dissatisfied","Loyal Customer",43,"Business travel","Business",3004,2,3,3,3,2,2,2,2,2,2,2,1,2,1,96,121,26.2730202002812
"dissatisfied","disloyal Customer",36,"Business travel","Business",2085,2,2,2,1,3,2,3,3,5,3,4,3,5,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",29,"Business travel","Business",3897,4,3,3,3,4,4,4,1,5,2,4,4,2,4,2,10,7.28483749273174
"dissatisfied","Loyal Customer",21,"Business travel","Business",2077,2,5,5,5,2,2,2,2,1,2,3,4,3,2,74,70,-3.19229915680485
"dissatisfied","Loyal Customer",38,"Business travel","Business",678,1,1,1,1,3,2,2,1,1,1,1,1,1,4,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",21,"Business travel","Business",1279,3,3,3,3,4,3,4,4,1,2,2,2,2,4,10,8,-2.54595546832788
"dissatisfied","disloyal Customer",38,"Business travel","Business",1665,3,3,3,5,4,3,4,4,1,5,4,5,4,4,0,6,5.24253573299665
"dissatisfied","Loyal Customer",28,"Business travel","Business",4155,3,4,4,4,3,3,3,3,4,5,2,4,1,3,24,35,10.7501568498178
"dissatisfied","disloyal Customer",26,"Business travel","Business",1908,4,4,4,1,5,4,5,5,3,2,4,4,5,5,16,14,-2.41905018912259
"dissatisfied","disloyal Customer",35,"Business travel","Business",3389,2,2,2,3,3,2,3,3,4,4,3,4,5,3,3,0,-3.69401162740071
"dissatisfied","disloyal Customer",37,"Business travel","Business",2619,4,4,4,4,5,4,5,5,3,2,5,5,4,5,0,5,4.24253573299665
"dissatisfied","Loyal Customer",21,"Business travel","Business",1592,3,4,4,4,3,2,3,3,3,5,4,2,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",43,"Business travel","Business",385,2,2,2,2,4,4,3,2,2,2,2,4,2,3,0,2,1.24253573299665
"dissatisfied","disloyal Customer",21,"Business travel","Business",2240,3,2,3,3,1,3,4,1,1,4,3,2,4,1,0,4,3.24253573299665
"dissatisfied","Loyal Customer",32,"Business travel","Business",2049,3,5,5,5,3,3,3,3,1,2,4,2,4,3,0,12,11.2425357329967
"dissatisfied","Loyal Customer",44,"Business travel","Business",3650,2,5,5,5,2,4,4,2,2,2,2,4,2,3,44,27,-16.8268255528313
"dissatisfied","Loyal Customer",58,"Business travel","Business",241,2,5,5,5,5,3,2,3,3,3,2,3,3,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",61,"Business travel","Business",2975,4,1,1,1,4,3,3,4,4,4,4,1,4,1,32,16,-16.0806361112418
"dissatisfied","Loyal Customer",58,"Business travel","Business",2009,4,1,2,2,1,2,4,4,4,4,4,4,4,4,29,20,-9.14408875084448
"dissatisfied","Loyal Customer",32,"Business travel","Business",5084,2,1,1,1,2,2,2,2,3,4,3,4,3,2,130,127,-1.0078498842222
"dissatisfied","Loyal Customer",45,"Business travel","Business",2980,2,5,2,5,5,3,2,2,2,2,2,3,2,2,37,49,12.0251182880959
"dissatisfied","Loyal Customer",50,"Business travel","Business",1786,1,5,5,5,4,1,3,1,1,1,1,1,1,4,1,0,-1.7363133871358
"dissatisfied","Loyal Customer",43,"Business travel","Business",3419,3,1,1,1,3,3,4,3,3,3,3,4,3,4,34,37,2.96166564849326
"dissatisfied","disloyal Customer",38,"Business travel","Business",2012,3,3,3,3,3,3,3,3,4,4,4,3,5,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",43,"Business travel","Business",1527,2,5,5,5,2,4,4,2,2,2,2,1,2,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",66,"Business travel","Business",3378,2,2,1,2,4,4,3,2,2,2,2,4,2,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",28,"Personal Travel","Business",2008,2,2,2,3,4,2,4,4,2,2,3,2,3,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",51,"Business travel","Business",240,2,1,1,1,5,3,3,2,2,2,2,3,2,4,12,4,-8.50365370859278
"dissatisfied","Loyal Customer",39,"Business travel","Business",3508,4,5,2,2,3,3,4,4,4,4,4,3,4,1,78,69,-8.10769563733467
"dissatisfied","Loyal Customer",53,"Business travel","Business",1908,3,2,2,2,5,4,4,3,3,3,3,1,3,4,46,45,-0.784523793096177
"dissatisfied","Loyal Customer",24,"Business travel","Business",1361,2,2,2,2,2,2,2,2,1,2,4,3,4,2,14,6,-8.46135194885769
"dissatisfied","Loyal Customer",42,"Business travel","Business",569,2,2,2,2,2,3,4,2,2,2,2,4,2,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",41,"Business travel","Business",1413,1,1,1,1,5,1,5,5,3,5,5,5,4,5,14,0,-14.4613519488577
"dissatisfied","disloyal Customer",44,"Business travel","Business",2334,3,3,3,3,2,3,2,2,3,2,4,4,5,2,10,13,2.45404453167212
"dissatisfied","Loyal Customer",58,"Business travel","Business",856,2,4,4,4,3,3,4,2,2,2,2,1,2,3,17,3,-14.397899309255
"dissatisfied","Loyal Customer",23,"Business travel","Business",5935,1,1,5,1,1,1,1,4,5,3,3,1,4,1,151,126,-22.5636814070037
"dissatisfied","Loyal Customer",18,"Business travel","Business",1127,2,1,1,1,2,2,2,2,2,4,3,2,4,2,37,31,-5.9748817119041
"dissatisfied","Loyal Customer",36,"Business travel","Business",1190,1,3,3,3,2,3,4,1,1,1,1,2,1,1,12,4,-8.50365370859278
"dissatisfied","disloyal Customer",45,"Business travel","Business",1816,1,2,2,4,2,1,2,2,5,2,4,4,5,2,17,7,-10.397899309255
"dissatisfied","Loyal Customer",20,"Business travel","Business",1448,3,4,4,4,3,3,3,3,3,4,3,2,3,3,49,42,-6.72107115349354
"dissatisfied","Loyal Customer",52,"Business travel","Business",2482,3,5,5,5,3,3,4,4,4,4,3,2,4,1,43,36,-6.84797643269882
"dissatisfied","Loyal Customer",39,"Business travel","Business",2324,2,2,1,1,5,2,2,2,2,2,2,1,2,1,70,64,-5.27690267627505
"dissatisfied","Loyal Customer",72,"Business travel","Business",1878,4,1,2,2,5,2,3,4,4,3,4,4,4,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",30,"Business travel","Business",2468,4,4,4,4,4,3,4,4,3,2,4,4,3,4,0,6,5.24253573299665
"dissatisfied","disloyal Customer",39,"Business travel","Business",1321,2,1,1,1,2,1,2,2,3,4,5,5,5,2,78,90,12.8923043626653
"dissatisfied","Loyal Customer",77,"Business travel","Business",1631,3,4,3,3,3,2,2,3,3,3,3,3,3,4,0,6,5.24253573299665
"dissatisfied","disloyal Customer",44,"Business travel","Business",2587,2,3,3,3,4,2,4,4,3,4,5,5,5,4,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",36,"Business travel","Business",2181,1,1,1,1,1,1,1,1,5,5,5,3,4,1,1,0,-1.7363133871358
"dissatisfied","Loyal Customer",16,"Business travel","Business",3073,2,3,3,3,2,2,2,2,4,1,3,2,3,2,50,57,7.30007972637401
"dissatisfied","Loyal Customer",29,"Business travel","Business",2950,4,3,3,3,4,4,4,4,1,5,4,1,4,4,5,0,-5.65170986766561
"dissatisfied","disloyal Customer",34,"Business travel","Business",4033,3,3,3,3,3,1,1,1,1,2,4,1,4,1,272,270,2.99557505696951
"dissatisfied","Loyal Customer",37,"Business travel","Business",3187,2,1,1,1,2,3,4,2,2,2,2,4,2,1,66,80,14.6384938042548
"dissatisfied","Loyal Customer",58,"Business travel","Business",3409,1,2,2,2,5,4,3,2,2,2,1,2,2,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",55,"Business travel","Business",2041,2,3,3,3,3,4,4,2,2,2,2,4,2,4,0,6,5.24253573299665
"dissatisfied","Loyal Customer",33,"Business travel","Business",2429,3,3,3,3,3,3,3,3,1,1,4,3,3,3,9,1,-8.56710634819542
"dissatisfied","Loyal Customer",32,"Business travel","Business",2961,2,1,5,1,2,2,2,2,2,4,3,2,3,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",47,"Business travel","Business",2597,1,1,1,2,3,1,3,3,2,3,2,2,2,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",44,"Business travel","Business",1696,2,2,2,3,1,2,1,1,4,4,5,4,4,1,5,0,-5.65170986766561
"dissatisfied","disloyal Customer",25,"Business travel","Business",3211,3,5,3,4,3,3,3,3,4,4,5,5,5,3,9,23,13.4328936518046
"dissatisfied","Loyal Customer",49,"Business travel","Business",2761,2,4,4,4,2,1,1,4,4,4,2,2,4,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",36,"Business travel","Business",2817,2,2,2,3,4,2,4,4,4,5,4,3,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",55,"Business travel","Business",3377,3,5,5,5,3,3,4,3,3,3,3,1,3,2,0,9,8.24253573299665
"dissatisfied","Loyal Customer",24,"Business travel","Business",3992,4,4,4,4,4,4,4,4,3,4,3,3,3,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",31,"Business travel","Business",1791,4,5,4,5,4,4,4,4,3,3,4,2,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",54,"Business travel","Business",1750,3,5,5,5,2,2,2,3,3,3,3,4,3,2,50,27,-22.699920273626
"dissatisfied","Loyal Customer",46,"Business travel","Business",1934,4,2,2,2,2,4,4,4,4,3,4,2,4,4,24,11,-13.2498431501822
"dissatisfied","Loyal Customer",35,"Business travel","Business",1802,1,4,4,4,4,2,3,1,1,1,1,2,1,4,16,40,23.5809498108774
"dissatisfied","disloyal Customer",32,"Business travel","Business",1670,2,3,3,5,5,3,1,5,4,2,4,5,4,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",49,"Business travel","Business",114,1,3,3,3,2,3,4,4,4,4,1,4,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",52,"Business travel","Business",2112,3,2,2,2,1,3,3,3,3,3,3,1,3,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",40,"Business travel","Business",459,3,1,2,1,5,4,3,3,3,3,3,4,3,2,25,25,-0.228692270314668
"dissatisfied","Loyal Customer",49,"Personal Travel","Business",525,1,5,3,3,3,4,5,3,3,3,3,5,3,4,12,0,-12.5036537085928
"dissatisfied","Loyal Customer",45,"Business travel","Business",3984,1,4,4,4,3,3,4,1,1,1,1,4,1,2,25,0,-25.2286922703147
"dissatisfied","Loyal Customer",48,"Business travel","Business",1077,2,2,2,2,5,4,4,2,2,2,2,2,2,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",40,"Business travel","Business",3420,3,2,1,2,4,3,3,3,3,3,3,1,3,4,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",35,"Business travel","Business",1894,3,3,3,4,2,3,2,2,5,3,5,3,4,2,71,72,1.74424820359251
"dissatisfied","Loyal Customer",7,"Personal Travel","Business",3120,4,0,5,5,4,5,4,4,5,2,5,4,5,4,29,25,-4.14408875084448
"dissatisfied","Loyal Customer",41,"Business travel","Business",3994,4,2,2,2,5,4,3,4,4,4,4,4,4,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",35,"Business travel","Business",1893,2,2,2,4,2,2,2,2,5,2,4,4,5,2,27,46,18.8136094894204
"dissatisfied","Loyal Customer",8,"Business travel","Business",2891,2,2,2,2,2,2,2,2,1,1,2,1,2,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",36,"Business travel","Business",987,2,5,5,5,4,3,4,2,2,2,2,1,2,1,103,89,-12.578923640646
"dissatisfied","Loyal Customer",59,"Business travel","Business",829,5,3,3,3,5,3,2,5,5,4,5,3,5,3,0,5,4.24253573299665
"dissatisfied","disloyal Customer",39,"Business travel","Business",1590,2,2,2,3,1,2,1,1,5,3,4,5,4,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",29,"Business travel","Business",3910,4,5,5,5,4,4,4,4,3,5,2,4,2,4,7,8,0.390591892069482
"dissatisfied","disloyal Customer",26,"Business travel","Business",890,1,2,1,3,4,1,4,4,1,1,3,1,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",57,"Business travel","Business",3169,3,5,5,5,4,3,3,3,3,3,3,3,3,4,12,0,-12.5036537085928
"dissatisfied","disloyal Customer",38,"Business travel","Business",2199,3,3,3,3,5,3,5,5,3,2,4,4,4,5,13,0,-13.4825028287252
"dissatisfied","Loyal Customer",24,"Business travel","Business",3292,1,5,5,5,1,1,1,1,3,1,2,2,4,1,13,0,-13.4825028287252
"dissatisfied","Loyal Customer",60,"Business travel","Business",2383,4,2,3,2,3,3,3,4,4,4,4,3,4,1,59,5,-53.5095623548181
"dissatisfied","Loyal Customer",63,"Business travel","Business",436,3,1,1,1,3,4,3,3,3,3,3,2,3,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",38,"Business travel","Business",283,3,3,3,3,1,4,3,3,3,3,3,1,3,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",58,"Business travel","Business",296,3,3,5,3,2,3,4,3,3,3,3,1,3,1,0,29,28.2425357329967
"dissatisfied","Loyal Customer",30,"Business travel","Business",4367,2,3,3,3,2,2,2,2,3,3,4,4,4,2,38,38,0.0462691679634475
"dissatisfied","Loyal Customer",49,"Business travel","Business",2129,3,1,1,1,2,4,4,3,3,3,3,1,3,1,14,12,-2.46135194885769
"dissatisfied","disloyal Customer",36,"Business travel","Business",1239,3,3,3,3,5,3,5,5,3,4,4,4,4,5,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",25,"Business travel","Business",2391,2,0,2,4,5,2,5,5,3,2,4,3,4,5,32,47,14.9193638887582
"dissatisfied","Loyal Customer",22,"Business travel","Business",4360,3,5,5,5,3,3,3,3,3,2,3,4,2,3,11,23,11.4751954115397
"dissatisfied","Loyal Customer",42,"Personal Travel","Business",379,2,4,2,2,2,3,2,2,2,2,2,5,2,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",46,"Business travel","Business",1286,3,3,3,2,1,3,1,1,3,4,4,5,4,1,3,3,-0.694011627400707
"dissatisfied","disloyal Customer",26,"Business travel","Business",1761,4,3,3,1,2,3,3,2,4,4,4,5,4,2,44,35,-8.82682555283127
"dissatisfied","Loyal Customer",31,"Business travel","Business",2392,3,4,4,4,3,3,3,3,1,5,3,3,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",29,"Business travel","Business",2613,3,1,2,1,3,3,3,3,2,1,3,1,3,3,0,11,10.2425357329967
"dissatisfied","disloyal Customer",32,"Business travel","Business",2209,2,2,2,3,4,2,4,4,5,1,2,4,1,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",59,"Business travel","Business",225,1,5,5,5,4,3,3,2,2,2,1,1,2,4,114,97,-15.346263962103
"dissatisfied","Loyal Customer",60,"Business travel","Business",394,3,5,5,5,5,2,2,3,3,3,3,1,3,2,9,0,-9.56710634819542
"dissatisfied","Loyal Customer",23,"Business travel","Business",1162,1,5,5,5,1,1,1,1,1,3,3,2,3,1,27,23,-4.18639051057957
"dissatisfied","disloyal Customer",45,"Business travel","Business",1477,3,3,3,4,1,3,1,1,3,4,5,5,5,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",54,"Business travel","Business",1091,3,3,5,3,1,3,2,3,3,3,3,2,3,3,0,3,2.24253573299665
"dissatisfied","Loyal Customer",36,"Business travel","Business",233,3,3,3,3,1,4,4,1,1,1,3,2,1,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",54,"Business travel","Business",1951,3,3,3,3,1,3,1,1,5,3,4,4,4,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",37,"Business travel","Business",2041,2,1,1,1,3,3,3,2,2,2,2,3,2,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",50,"Business travel","Business",2982,4,2,2,2,2,4,3,2,2,3,4,4,2,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",37,"Business travel","Business",1592,3,3,3,4,4,3,4,4,3,2,5,5,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",16,"Business travel","Business",2519,2,5,5,5,2,2,2,2,4,4,4,1,4,2,8,20,11.411742771937
"dissatisfied","Loyal Customer",46,"Business travel","Business",371,2,4,2,4,3,4,4,2,2,2,2,2,2,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",35,"Business travel","Business",2130,4,4,4,5,3,4,3,3,4,2,5,4,4,3,114,124,11.653736037897
"dissatisfied","Loyal Customer",47,"Business travel","Business",1731,3,3,5,3,4,2,2,3,3,3,3,4,3,2,0,17,16.2425357329967
"dissatisfied","Loyal Customer",45,"Business travel","Business",719,3,5,5,5,2,4,4,3,3,3,3,1,3,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",53,"Business travel","Business",2766,2,1,1,1,2,2,3,2,2,1,2,1,2,4,22,7,-15.2921449099173
"dissatisfied","Loyal Customer",46,"Business travel","Business",2621,1,5,5,5,3,4,4,1,1,1,1,1,1,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",39,"Business travel","Business",2402,2,3,3,4,4,3,4,4,3,1,4,4,3,4,14,14,-0.461351948857687
"dissatisfied","Loyal Customer",52,"Business travel","Business",2268,2,5,5,5,5,4,3,2,2,2,2,1,2,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",30,"Personal Travel","Business",2140,3,5,3,4,3,3,2,3,4,5,5,3,5,3,2,0,-2.71516250726825
"dissatisfied","disloyal Customer",25,"Business travel","Business",2152,2,0,2,2,4,2,4,4,5,4,4,5,5,4,7,0,-7.60940810793052
"dissatisfied","disloyal Customer",26,"Business travel","Business",1739,2,5,1,1,1,1,1,1,5,4,5,5,4,1,2,2,-0.715162507268255
"dissatisfied","Loyal Customer",53,"Business travel","Business",629,1,3,3,3,2,3,3,1,1,1,1,2,1,1,24,0,-24.2498431501822
"dissatisfied","Loyal Customer",40,"Business travel","Business",2435,4,2,2,2,5,2,4,4,4,3,4,1,4,2,11,3,-8.52480458846033
"dissatisfied","Loyal Customer",31,"Business travel","Business",1425,2,5,5,5,2,1,2,2,3,5,2,3,3,2,1,0,-1.7363133871358
"dissatisfied","disloyal Customer",32,"Business travel","Business",1533,1,1,1,4,1,1,1,1,4,5,4,4,5,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",39,"Business travel","Business",1834,2,2,2,4,4,2,4,4,2,4,2,1,3,4,10,13,2.45404453167212
"dissatisfied","Loyal Customer",59,"Business travel","Business",3401,1,4,4,4,5,3,3,1,1,1,1,4,1,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",32,"Business travel","Business",3217,2,5,4,5,2,2,2,2,4,1,4,1,3,2,28,19,-9.16523963071203
"dissatisfied","disloyal Customer",50,"Business travel","Business",1802,4,4,4,2,3,4,3,3,3,4,5,5,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",49,"Business travel","Business",3604,3,1,1,1,3,4,3,3,3,3,3,1,3,2,48,41,-6.74222203336108
"dissatisfied","disloyal Customer",36,"Business travel","Business",1271,1,1,1,4,2,1,2,2,4,3,5,4,5,2,8,6,-2.58825722806297
"dissatisfied","Loyal Customer",49,"Business travel","Business",1987,3,1,5,1,2,2,2,3,3,3,3,3,3,1,52,46,-5.65761851389089
"dissatisfied","disloyal Customer",31,"Business travel","Business",3193,3,3,3,3,3,3,3,3,4,4,5,4,4,3,15,0,-15.4402010689901
"satisfied","Loyal Customer",54,"Personal Travel","Eco",80,1,1,1,1,3,4,4,4,4,4,4,3,4,5,0,0,-0.757464267003349
"satisfied","disloyal Customer",20,"Business travel","Eco",1556,4,5,4,1,4,4,5,4,1,3,4,3,5,4,0,0,-0.757464267003349
"satisfied","Loyal Customer",37,"Business travel","Eco",2227,4,1,1,1,4,4,4,4,1,4,1,1,2,4,15,4,-11.4402010689901
"satisfied","disloyal Customer",18,"Business travel","Eco",2070,5,5,5,2,4,5,4,4,5,2,5,1,4,4,39,52,13.067420047831
"satisfied","Loyal Customer",42,"Personal Travel","Eco",1402,4,4,4,4,2,4,5,5,5,5,5,4,5,3,1,0,-1.7363133871358
"satisfied","Loyal Customer",24,"Personal Travel","Eco",2238,3,1,3,3,5,4,5,5,5,5,5,3,5,4,0,19,18.2425357329967
"satisfied","Loyal Customer",33,"Personal Travel","Eco",2098,0,4,0,2,2,0,2,2,3,2,5,4,5,2,0,0,-0.757464267003349
"satisfied","Loyal Customer",67,"Personal Travel","Eco",409,0,0,0,3,5,5,5,5,5,3,3,5,5,5,8,1,-7.58825722806297
"satisfied","Loyal Customer",55,"Personal Travel","Eco",400,3,3,3,3,4,4,5,4,4,4,4,4,4,5,1,0,-1.7363133871358
"satisfied","Loyal Customer",22,"Personal Travel","Eco",3065,2,2,2,2,4,4,5,4,4,4,5,1,4,3,10,0,-10.5459554683279
"satisfied","Loyal Customer",59,"Personal Travel","Eco",1427,4,4,2,4,5,4,4,5,5,5,5,4,5,4,0,0,-0.757464267003349
"satisfied","Loyal Customer",22,"Business travel","Eco",2103,0,4,0,3,4,0,4,4,3,3,5,3,2,4,0,22,21.2425357329967
"satisfied","disloyal Customer",22,"Business travel","Eco",1859,4,4,4,5,4,4,4,4,4,3,5,3,4,4,2,5,2.28483749273175
"satisfied","Loyal Customer",31,"Personal Travel","Eco",2298,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0,-0.757464267003349
"satisfied","Loyal Customer",50,"Personal Travel","Eco",119,5,2,5,3,3,4,4,2,2,5,2,1,2,2,0,0,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Eco",2136,3,2,2,2,3,3,3,3,1,4,4,4,5,3,0,4,3.24253573299665
"satisfied","Loyal Customer",15,"Business travel","Eco",2334,4,2,2,2,4,4,3,4,5,1,3,5,5,4,0,0,-0.757464267003349
"satisfied","Loyal Customer",19,"Personal Travel","Eco",1656,4,5,4,4,5,4,4,5,4,3,4,3,5,5,0,0,-0.757464267003349
"satisfied","Loyal Customer",29,"Business travel","Eco",3880,4,2,4,2,4,4,4,2,2,3,3,4,1,4,2,28,25.2848374927317
"satisfied","Loyal Customer",51,"Personal Travel","Eco",2309,4,1,4,4,4,4,4,4,4,1,4,4,4,4,0,0,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Eco",1538,5,4,4,4,5,5,5,5,1,1,5,5,4,5,0,0,-0.757464267003349
"satisfied","Loyal Customer",38,"Personal Travel","Eco",1886,1,1,5,1,3,5,5,5,5,5,5,5,5,5,67,59,-7.34035531587769
"satisfied","Loyal Customer",11,"Personal Travel","Eco",2272,1,1,1,1,4,3,4,5,5,5,5,5,5,4,0,0,-0.757464267003349
"satisfied","Loyal Customer",57,"Personal Travel","Eco",537,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0,-0.757464267003349
"satisfied","Loyal Customer",33,"Business travel","Eco",1783,4,4,4,4,4,4,4,4,5,1,2,5,5,4,0,0,-0.757464267003349
"satisfied","Loyal Customer",17,"Personal Travel","Eco",1789,2,2,2,2,4,4,5,5,5,5,4,4,5,4,0,0,-0.757464267003349
"satisfied","Loyal Customer",20,"Personal Travel","Eco",2121,4,1,4,3,5,4,5,5,3,5,2,1,4,5,0,0,-0.757464267003349
"satisfied","Loyal Customer",47,"Personal Travel","Eco",281,4,3,4,4,5,5,4,5,5,5,4,3,5,3,20,0,-20.3344466696524
"satisfied","Loyal Customer",42,"Personal Travel","Eco",493,1,1,2,1,5,5,4,5,5,4,5,5,5,5,0,7,6.24253573299665
"satisfied","Loyal Customer",62,"Personal Travel","Eco",613,1,1,1,1,2,4,4,5,5,4,5,3,5,5,17,6,-11.397899309255
"satisfied","disloyal Customer",25,"Business travel","Eco",2016,2,3,3,1,1,3,1,1,5,3,5,3,5,1,34,47,12.9616656484933
"satisfied","Loyal Customer",14,"Personal Travel","Eco",1740,5,5,5,5,3,1,4,5,5,5,5,5,5,2,5,0,-5.65170986766561
"satisfied","Loyal Customer",41,"Business travel","Eco",2196,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0,-0.757464267003349
